,text,label
641,#IndoUsTies #terrorism #ModiObama,0
642,"@narendramodi Sir, Mere behan ka rape hua hai. aaj mere gaon mein gav ke hi ek aadmi ne rape kiya hai. please meri mdt kare.",0
643,taagi padipoyina amayini cheste rape e avuddi,0
645,Lolwa hate toh mai bhi nahi karta...lekin ainvey hi,0
646,madam Ji hate krne k lie phle 50+ seats le aao loksabha m,0
647,Ghaaaad  pashagitun jud daw ug rape,0
648,haan sach mein @drramansingh to bilkul modi ji andhe ban gye 16 tribals ke rape par. waha to polity ka natak nahi hoga sayda?,0
649,Vo bhi rape k maze le rhi hai,0
650,tum laave ho maulana tumhara rape kissi aur se nai hota dekh sakta main  khud kerna parta hai,0
652,Agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye,0
653,Pehle ashram mai jo rape kar rahe hai baba log 16000 larkiyon ka unhe to bacha le,0
655,"Abe gaddar tu sirf Hindu k khilaf hi qu bolta h, dum  h to Muslim logo ne Kashmir girls ka rape kiya tha uspar b bol",0
659,Pakistan bhi khareed lena jab aukaat itni hojae magar pehley in paison se toilets banwao or larkiyon ko kapre pehnao poori tarhan taky rape km hon or gandagi bhi . https://twitter.com/I_Atheist_/status/944636139029266432 …,0
660,Are aisa kuch nahi hai bhai mai abhi bhi SRK ka hi fan hoon or rahunga but ab akki ko bhi respect krta hoon kyuki hate krne ka koi reason hai hi nahi,0
662,Religion ab peace se jyada hate failane ke liye use hota hai.,0
664,1971 mai india se chode Gaye 90k Pakistanis army men se puchna bina rape ke liye rape kaise hota hai,0
665,Ashram me rape karna sikhya jata hai sabko malum hai,0
666,Bhai ko koi kese hate kr skta,0
669,To bhi dhiyan rakh kahin teri izat na lut jy tera rape na ho jay....haha,0
670,Khud Kisi ko hate krte ho to apne AAP ko ya apne perception badal paate ho,0
672,shweta mamitni izat denay walay rape nhe krty bharvay,0
676,Didi hate toh @Swamy39  bhi karte hain.. unpe kuch comment karoge,0
678,bina deepika kabhi 140c nahi dekhe chadarmod @iamsrk ne tiger ne hakle ke career ka rape kar diya 3.5 din me aur tu ATG ka moot pee raha? tere star ko bol ek clean hit deke dikhaye chakke @SRKsDaring,0
680,Yasss.... Power of hina fans.. Proud to be one of them..  churan  patliya darr gaya.. Aukat nahi hai uski ki itne fans ho uske infct uske fans hi usko ab hate kar rahe hai unhone b zillat k laddu khilaye hai..  https://twitter.com/OfficialMeher/status/945326094139449344 …,0
681,Ek hota he hate or ek hota he love.....love ki Nazar  to he Shilpa ji.,0
682,"Bki hate ho,wo hate wala Nazar kiske lya he yea samajh ne k lya app kafi samajhdar he.",0
684,Ye terrorism toh band karoge lekin ye feminist ke aatank se kaise bachoge,0
688,yaar ye heena Ro Ko Bula rahi hai lekin awaz se Poori dunia Ke Kaan Band krwa rahi hai Kaisi Pagal hai yaar ye I hate Her Bhot jyada Gandi Gali aa rahi hai Is pagal Ko dekhkr,0
689,Apko sirf glass shield itni takleef de rahi hy us terrorism ka kya jo #KalbhushanJadhav ne Pak me kiya un maaon aur biviun ka kya shame on u,0
691,Kulbhushan Jadhav ji ki Family ko lautate waqt wait karna padha coz jo #car #driver service k liye appointed tha vo #Land of #terrorism k #Terrorists #camp mai gaya hoga.,0
692,7 sheed huwe too 14 mar gairaye gee dost..but piche nhi hate ge Pakistan ka baap hai India aur ushko ek din jhukna hoga,0
693,Aur dosri baat Kulbushan Jadhev Ajmal Qassab 2 hai Ajmal Qassab tak india ne access di ? oska tu yebi nahi pata tha pakistani hai ya indian Hindu hai ya Muslim Kulbashan Terrorist ne tu khod bol diya me terrorism k liye kaam karta tha. .,0
695,Aisi aurtain hoti hain jo jaan boojh k rape waalay ilaqe main jaati hain! Pakistan milgaya toh rape kaise hoga aapka ! https://twitter.com/ms_thakurayin/status/944989199651835904 …,0
696,Gayo jogi to gayo waise bhi yeh bahana ban jayega par who likes modi or jogi 80% say dey hate them,0
697,Mi tu kisiko hate nhi karti . .. kya bigaada hi apna,0
698,Haha so so so true aise hi nhi i say ppl aadhe hina karan show dekhte hai chahe hate hi krte ho..adhe hina karan shows mei jare hai jinko kutta bhi nhi puchta aur mu fer ke chla jata hai..hina is fab,0
699,"Hindutva ko to inka baap bhi nahi rok sakta, aur terrorism ko to ye useful idiots khud badhava dete hain.",0
700,Milawat tumhare hui hai  invaders ke rape ke dwara,0
703,"Humare yaha insaan rape hota hain, aur waha bakri, gadha, kutte, deadbodies, khusre sab kuch rape hote hain. Dunia haasti hain in par aur yeh tweeter pe aate hain fake jihad karne. Are iss fake jihad se bakri nahi milegi. Phat ke nikal ke. pic.twitter.com/PTokzdbYHd",0
706,Haha ek din baad main azaad hone wala mulk ab rooti kaa tanna mary ga ooo bhai thek ha tmre haan roti ha khate ho 2 nahi 3 time ki pet hagne k liye urto ka kuch kro ghr mn bahar ja k rape krwa k aa jati hain bechri...khane ko chor hagne ka soch beta,0
708,Logic: chutti apni jagah hai or hate apni,0
709,puneesh is really very bad person.. insaniyat hain hi nahi usmei.. vikas ne usko yaha tak laya varna vo kab ka eliminate ho jata.. hiten ke jage voh jata.. hate him #lostboy54 #VikasGuptaFTW,0
713,Yeh gana kyu end nahi ho Raha... I may hate these songs like moh moh,0
714,shadi main nachay na nachay lekin tum logon say behtar hai wo kia kehtay hain tumhare desh ko Rapistan where rape is allowed. hahahhaha,0
716,Bhai nakli sardana  abba ni wo khala hai terrorism or ye kathmulle haalala ki nazayaz aulaad pakistan waale dogis,0
718,Hindu babao  duwara apni hi bahan betiyon ke rape ko. Hamare  desh ke dharam ke thekedaar konse jihad ke naam se pukarege mahila kalyan  jihad ya samaj kalyan jihad. Pleas answer.,0
719,Tera abba ketly ka bola tha bhool gya ki rape ek chhoti ghatna hai bhool gya kya .,0
720,Amish is maulana ko batao k kanoon kisi bhi faisley ko lagoo karne k liye zaruri hai. Apradh to rape bhi hai. Par apradhi ko sazaa dene k liye hai kanoon.,0
721,Hahaha rape to tera hua tha muglo ne Kia tha tab Jake Tu mulli BNI  aur Rahi batt rape ki to,0
722,Aspke udher to rape ke sasth bachcha baazi bahut popular hai pic.twitter.com/aPUB1tPq2X,0
724,bhai SRK ko koi hate kare to tumhe maza aata hai kya???,0
725,Yah subidha ganv  me nahi mil raha hai ye Sab bakwas ki hate hai https://twitter.com/ptshrikant/status/941704101062049792 …,0
726,Aur rhi bat safe hone k na to uspe kisi ne koi favor nhi kia smjh aaya? Wo jo h khud se h hina k trh do pets le knhi chli poore season me na hi do muh ki bni. Kl to hina bda priyank ko hate uh hate uh kri bt akhade me priyank ko cheer kri  ab unhi pets ko nominate,0
730,Gujarat election ki therk se ginti karvao - to EVM hate ga. Hamare Chief Election Commissioner Shri Dhritrashtr Joti ji ko aaj ke Vifur chahiye jo unka marg darshan kar sakke. Yeh Modi bhakti unko le dubi hai @HardikPatel_ @AlpeshThakor_ @jigneshmevani80 @yadavakhilesh @INCIndia,0
732,Bhai jab tk aap modi ji se hate krenge,0
734,@ShatruganSinha_ Agar aap ko lagta hai ki party mai aap ka satkar nahi  ho raha hai to aap party se alag kaheko nahi ho hate ho. Tum gaddar ho.,0
736,Din ba din rape barh Hain tumhari India mein sirf toilets na hone ki waja se..agar Paise nahin Hain tou human batao hum chanda ikatha ker k bhaij dete Hain.. Suna hai tumhare mulk mein ghurbat bohat hai.bhooki nangi qoum.inka gandhi nanga raha kapre naseeb hai hoye bhenchod ko,0
738,"bhai, dimag bilkul satka hua he, sale harami @Zaraar_ ka language to dekho, mulla ko sex elawa aur kuchh nehin dikhta, sale ek to abhi abhi arrest hua he, murgi ko rape karte hue,",0
741,Ha tere waha to bakri aur murgo ka rape hota h,0
743,nafrat km aur pyar badhate raho..Merry Xmas...,0
746,Pakistan sirf terrorism hi failana janta h usko rishto ki ehmiyat nahi samaj aati he. isliye ek maa ko bete se gale nahi milne diya.,0
749,Or tab maza ayega!  And priyank ko bhi sabak milega dosti mei gahdari ka!  Priyank must be out for sure hate you priyank sharma and vikas tu bhi jayega #HinaKhan #BB11 #BiggBoss11,0
750,Jo Sitam uthakar bhi pichhe nahi hate wahi lokpriye neta hai,0
751,le dekh kon krta hai rape pic.twitter.com/Ikxqda89qh,0
754,Aap ne hate ki suruat ki har insan mein bhar chuka h,0
755,"Haha bhai jaane de sirf hand shake karna inke liye creepy hai par ration card ke naam par molestation karna aur nirbhaya ke rapist ko reward dena sanskar hai inn jihadiyo ke muh na lago rape,halala yahi inka culture hai karne do jitni marzi utni spamming",0
756,Are ha musharraf ka kya hal hai. Suna hai uski gaand fat gayi hai. Isliye khule aam wo pakistani terrorism ko support kar raha hai hahahaha,0
759,Baat to aise Kar raha Hai jaise rape pe case nai Hua.. Aur rapist ko tumlog ke tarha Muhammad Aur Allah Bana diya... Wah,0
760,I am like u too sab hi use hate karte ha .... apna captain ha,0
762,jo hina ko hate karega vo to bichara vese hi game k bahar hai lol @eyehinakhan #BB11 @BiggBoss,0
763,Vote for Luv. Priyank ka hogaya safar. Bahut kheliya. He hates Hina na so we hate him. #BB11,0
765,Mahoday ramesh harijan bindu sharma ke sath rape kiya tha jiska court se faisala aana hai  ramesh harijan ne ulta bindu ke bhai par case kiya hai ki mere ladki ko cheda hai mahrajganj police bhi ramesh se mili hai jisk uchit jach karai pic.twitter.com/GIgmKC8DlP,0
766,Aha pakistan .ein police bhi rape kar ti hai,0
767,Salman don't hate Hina . He likes her. Tabhi too Hina ke bina ek bhi episode pura nhi hota. @eyehinakhan @BiggBoss,0
770,Ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. Pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,0
773,Sex ka bhooka kon hai wo tou dunya jaanti hai bc hazaroon bachiyaan roz ki rape karte hoon har dosri gali main randi khana kol k rakha hai phir atni aag hai k rape bhi karte ho,0
775,to baba ke pass kinyu gyee thi jo baba 100 se zyada ladkio ko rape kr chuke h,0
776,"Hahaha nikal report , madar cbod apni reports bhi nikal le. Pakistani kide sirf india ka rape issue aur tatti dikhti hai. Iske alawa tum gandui aur kisi layak nahi",0
778,Acha uspe saal k hazaoon rape ho jate hain.,0
779,Nahi bhosdi waloon garmi tumhare andar bhari hai abhi issi saal report  main 55.000 bandi rape hue hai india main warna asal main tou 155.000 rape huehoon ge,0
781,"Madar jaat, ye kand tere desh mein hote hai. Beheno se shadi karke rape aur fir talak. Ja be bhosdike , google kar. Kya pata tere baap ne bhi apni behen se shadi ki ho aur tere jaisa na jayaz aa gaya",0
782,Nahi chutiye Pakistan top 20 main bhi nahi hai but india 3rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou 1st rank main zayda dair nahi,0
783,#Santa Aaj hm sab Bina Gyan ke Nasha ke shikar ho Rahe h aur mahan kasht bhogte h. AapNasha ki Lat se hate Karenhttps://youtu.be/WEcZhjVtvCs pic.twitter.com/buks3SAS19,0
784,Tumhare Hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai. Dogle log dogla dharam.,0
785,Nafrat Ki Market Mein Mohabbat Bechate Hain,0
788,"Bihar mein 90 ke dasak mein Jangal raaj bhi hua karta tha. Apaharn, loot, murder & rapes where being committed by ? Unki bhi jaatiya batao do Farzi doctor.",0
789,"Jab tak na_ Pak ka purna vidhhwansh nahi hoga , terrorism khatam nahi hoga.",0
790,Abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye 10k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,0
792,ye to kuran ka rape hai..,0
793,Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo,0
796,maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na.,0
797,"Agar Hindu terrorism par aaya to bhagte firoge, ek aapsi rajnish ko hindu terror ka Naam dene wale Dr. Narang ke waqt kaha mar gaye the? Ye selective secularism nahi chalega.",0
799,ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte hai.baba aur maulvi dono galat kare hai.,0
801,Q teri behan ka rape kiya tha us criminal ne?? ya wo tere maa ka yar hai salo 2kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,0
803,but why? jab pri ye sochke vikas ko support kr rha tha tb to @eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro & 2min pahle kh rhe the i hate u & @BeingLuvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,0
804,Sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho.,0
806,Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???,0
807,@BBhuttoZardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,0
809,Agar no hate Guru Gobind Singh .,0
810,Kuch logo ne enjoy kiya kuch ko afsos hua.. Aap pure fans ko nahi bol sakte.. I was also sad but I also hate her too,0
813,Aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,0
816,Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me,0
820,hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls.. i hate this dhishom dhishom hahahahah,0
823,Asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,0
824,Kutti tu jitana vikas ke khilaf likhege utana hi Tere shitpa ko nafrat milege..mujhe woh buri nhi latati Tere jaise wahiyat fan ke wajah se  Shilpa shitpa lagane lagi....carry on more u will write bullshit more people will hate shitpa... Twitter par hi jeeta Lena shitpa ko,0
825,Raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola I hate you me pehle aap ki fan aab nahi hu,0
826,Bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,0
827,Pakistan ka scene alag hai.. They hate us we hate them..,0
828,Sahi bolte hai hum jab Ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape Hi hoge,0
829,Or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo Up ke Muslim the rahege,0
832,Kya kya seh ke aayi hai hamari queen . I hate you,0
834,Delhi ka nirbhaya case apko yaad hoga UP ka.2 dalit ladki ko rape karke jala kar marne ka Case bhi yad hoga ye sab yadav Congress raaj me hi huya,0
835,Tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,0
836,Aree 16 dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https://twitter.com/kavyaaagain/status/943843130419290113 …,0
839,Mujhe aj bahut gussa aya wo log ka degradeshilpaprocess dekh ke hate them entertainment kiraat,0
841,Jab tak Waha pe terrorism khatm nhi hoga tab tak pak kabHi nhi sudhrega... #TigerZindaHai,0
843,Kya be bhagwa bhand...garib mahilao se blatkar  atychar Tere sanskar me hae.. ..tere Narbhachchi Raj me dalit nirbal se rape 200%bad gya  .,0
845,@iRajuSrivastava  mujhe lagta nehi ki inki maa b hai .....esiliye sanskar nehi sikhe hai.....hate u raju....,0
847,wahhh bhai mehdi pehle acha banda tha kya...ye salman se hate kabse karne laga ?,0
848,Bhai tu bs hate karta hai issleye bakchodi kar raha,0
852,"Thodi hi der pehle 'i hate u,i hate u' kaha or fir usi k liye whistle bajaya! Luv ki hi hamesha q bali di jati he dosti k naam pr?? https://twitter.com/Nkkhandelwalboy/status/944984243041480704 …",0
853,Maine khud bahut baar condemn Kiya hai aur Kisi bhi ghair muslim se zyada ek sachaa musalman karta hai . kyunki terrorism se sabse bada nuqsaan musalman ko hua hai,0
854,"Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",0
857,Vikaas is real ok ? Smjhao phr pehlay shpa se hate phr love aur peth peechay burai. Isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya KAISAY?,0
858,Wo hara b pehen lenge toh bhi hate jaari rahegi!,0
859,mai kisi dharm ko hate nai karta. koi mera dharm leke ungli karega yah kshoti karne ki kousis karega usko chorne wala nai hu.,0
863,Bc meme bnane ke chkr mei mind ka rape kyu karwana hai ?,0
866,Az bahram behtar too rape farsi vaghan nadarim  #اشتباهخوب,0
867,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.,0
868,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.  https://twitter.com/ShilpaShinde17/status/944949587835359232 …,0
870,Is desh ka jisne bhi bala karne ki Sochi usi ke piche pad hate hai.,0
871,@alamgirizvi @RealQueenSimren @Anjupra7743  koi Baba larkio aurto ko Bandi banake rakha hai media akh band rakhe.koi rape ho media akh band rakhe.koi udyogpati loot Raha Desh Kai paiso ko media ki akh band.unemployment faila hai industry ki Halat kharab media ki akh band.,0
874,Ye log babaon ke rape-jihad k khilaf kyon nahin kucchh karte hain . Ye baba bahno ko apne hawash ka shikar bana rahe hai jo few neutral media  reporting ki wajah se ek-1 karke jail ja rahe hain. https://twitter.com/thewire_in/status/944580856902909952 …,0
877,@kaypsss lala kal ke baud se zinda ghar wapis aye ho na bagair rape hue?,0
878,koi bat niiii  ap k hate ko dekhta,0
879,@AbhinandanSekhr atleast tumhare journalism ke gold standard @ravishndtv ki tarah apne bhai ke rape ko toh nahi chupatey,0
882,Kyun ki itna hate tumko karte hain ham,0
883,"Villain ki tharak ko salam, bhencho fight scene ke beech mein bhi rape attempt band nahi karta",0
884,But abhi cutiyapa itna badh gaya hai ke Sarcasm ka rape ho raha hai...!,0
885,haha yaar kitna bhi gujju ko hate kar le PM to wahi rahega :) @rachitst,0
886,kabhi gujrat ke rape case par aur MP keISI ke jasus par bhi kar le,0
888,"@ravishndtv @BDUTT @JhaSanjay @sardesairajdeep @nayisadak Ravish ji, Bade bhai rape ke saukin N ""Bade se chhota seekta hai"". It's true ?",0
890,Haan bhai rape toh Nai hua aaj koi. Par bomb toh pahte Tere Pakistan mein . Chal Bhai jab tak zinda hai Twitter karle,0
891,waise rape se mujhe teri maa ki hai allah hai yaad hai,0
892,tu hamari fd ki jotish hai bahena and sacchi Mein I hate neha,0
893,"Delhi main kaam ho na ho, hate mongering toh kar hi sakte hain - @ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/834809100428906496 …",0
895,bhai hate n hater ki baat nahi.. main toh fact bol raha. Mujhe unlogo se koi lena dena nahi,0
896,agar koi mere Bharat ma ke tukre karne ki bat karega or me agar hate Na karu toh me Bharat ma Ko kese muh dikhaoga.,0
897,Likha lo aj b Karachi ka rape ho ga.,0
899,@rjraunak bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,0
900,phir kyon jhel rahe hain unko...he was Hindu Hriday Samrat till he gave hate speech...,0
901,Modi-hate pagal bana deta hai suna tha... andha bhi bana deta hai...? https://twitter.com/ANI_news/status/834773339579166720 …,0
902,Delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai,0
903,Khude Gaan Raj (Akaser hate achhe Ekrash ) (Asha) http://fb.me/1LJMSUgvV ,0
904,Sab hate hi karte hai iss pyari si bachhi ko..,0
907,Hum Tumhari tarah besharm nahi jo apni behen ke sath rape Kare or use shaadi bataye. Burqe me sab galat hota h,0
908,"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai",0
909,To rape ho rha ho tb bhi yahi kare ?,0
910,@mehreen_sibtain mohtarma vaham mein na rahen.Nuksan aap ka jyada hai. Hum terrorism ko khatam karna chahte hain badhana nahi @MehrTararhttps://twitter.com/MehrTarar/status/834714887825813504 …,0
911,panama par app me kabhi baat nahi ki..hisaab mangna tu hate nahi heee https://twitter.com/RehamKhan1/status/834681278830108672 …,0
914,aap ki ma ko rape kuta tha mogul indars ne #shame child of rape @friendscongress @FarahiShabina,0
915,gali mat de Bhai nai to bolegi Muslim hoon is liye gali de raha .bolti ha army iski Maa been ka rape kiya,0
916,@reportpemra @AamirLiaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi. ......3/3,0
917,Dost suna hai Hafeez Saeed jail mein hai terrorism ke charges par  https://twitter.com/Abbasighoi/status/827202584771436545 …,0
919,Karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chup.se sog mana rahey hain.,0
920,"O bhai apni ego aur terrorism ke saath dushmani side pe kr ke, logoun ke baary me socho, bharwoun.",0
921,bhai SP aur BSP ke UP candidates kyon chod diye. aur ravish ke bhai ko kyon chod diya ek dalit ke rape case main.,0
922,use hate karo jo eksath itne msgs send kar raha hai,0
925,Sir jin ko 6 months ki pay ni milti or wo bechary qarz ly kr guzara krain to kia KHAAK laray gy terrorism k liye !!!,0
926,Jab aik larki ko rape kerne k baad us ko dhande wali banaya ja sakta hai to building main chemical bhi ho sakta hai. https://twitter.com/SamiAlyS/status/834687021293649924 …,0
927,to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,0
928,kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya.. Wah wah.. Jo tum karo wo teek bjp kare toh kharab..,0
930,sir ji Vijay jolly ne party worker ka hi rape Kar diya.. Boliye ji achambhit patra ji,0
931,@ArvindKejriwal kyaa kiya hai delhi me ab tak?Camera lgawaya so that rape hote huye dekh sko?Rape Rokne par dhyaan lgao PM ke pap par nahi,0
934,itni achchi Ladki ko Koi kaise hate kr skta hai?,0
935,Sari suwidhaye aaye hai or wo pta nhi kaha hate hai sab jhuth hai sab jagah toilet fecility me yes kar rkha hai or unke pass aaj tak nhi hai,0
937,Congress neta aur  Ravish Ndtv ke bhai pe rape aarop. Neta farar https://youtu.be/S_Do7vzrqcM ,0
938,yar tum log mujhe hate kiu nahi dete,0
940,Sirf Musalman ki beti Meri beti hy Ramzan mein Bijli milegi @yadavakhilesh ne kaha Ladke rape kar sakte hain Mulayam ne kaha #Vote4BJP,0
941,"@htTweets @shivsunny ""delhi me daily rape hote hai  to unko ye kanjarwal hi karta hoga",0
942,"apni dhaak bithany ke liye sabhi awam ka khoon bahate hai, aap ulta bol rahe hain kamran sahab.???",0
943,"baat to sahi hai bhai ,lekin phir rape ke case me mp no 1 kyu hai",0
945,janab sirf up me rape nahi hota hai. gujrat me 23 bjp leader ne 12 ladies ke sath rape kiya tha. aandh bhakt,0
946,election me koi mudda nhi na hi kuch 3saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,0
948,modi bhakt nalia rape ke bare me kuch kaho,0
949,yaar ye bas attention seeking stunt hai. Takeh jo hate Kare wo bhi taras kha kar chor de c:,0
950,bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,0
952,@TasnimLamia khawar pore hate torkari lege chilo ar thumi hat wash koro nai so thumi hatr shugran nicho is ur dp,0
954,or Aisha ka rape karne wala kon he ?,0
955,Apne neta ko defend karne ke liye kisi ko rape ki dhamki dete hain...,0
956,@amjedmbt as salamualikum amjed bhai gutta ps limit ke rape case ke barre mei bhi tweet karna tha ..,0
957,Kya hate wala kaam kiya bata to.. tere pass bahut followers hai to jo man me aayega karega,0
959,jnu ko badnaam karne ki saajish dekhaana chahte h log kitna hate kartey h jnu ko jaha jaati h jhagda ho jaata h,0
960,Bhai koi iska rape kar doo...G main bahut khujli ho rahi hai. https://twitter.com/rishibagree/status/834451344056582146 …,0
961,"@narendramodi ji, ab aapke bhakton ne rape threats bhi dene shuru kar diye hain. Ab bhi aap chup rahoge? @Manekagandhibjp @MisaBharti https://twitter.com/nitesh2016yadav/status/834334847393005570 …",0
963,"#Ramjas Ye 2 haraamkhor rehte yaha h,yaha ki hawaa me saans lete h,yaha ka namak khate h,yaha ka paani peete h par desh me nafrat failate h pic.twitter.com/aUbMnDy4HI",0
964,Agr ye dunya aaj b sheikh sa'adi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojaye...plz plz,0
965,Is hisab se to wo dalit nhi h na jiska rape kiya,0
966,@iSirArnab lol MATLAB bhabhiji Bach gayi samajwadiyon ke rape...Ladke hai rape kar hibdete hai Aisa unke sasur ne bola lol,0
967,beta burma mein kismat se bach gya nhi toh isse bhi bura ho jata.. rape ho jata is jhath ke baal ka.. pic.twitter.com/ZT6xTSZai8,0
968,Allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar,0
969,Farther ka Jo paisa tha yo abi tak nhi mila h jab jab Allahabad hate h tab tab koyi na koyi Bahana bana kar uapas kar diya j,0
971,Dekhna ek din koi inke jindagi ka rape karke chala jayega,0
974,@IndianOffice jiska MLA rashan card ke liye rape kar sakta hai..wo CM  layak nahi dhaba hai puri political party ke liye,0
976,#Ramjas enko Tarek fateh ke bare me puchho kuchh yad he kya 2 din pahle wo kya freedom of speech ya intalactual terrorism tha,0
977,to kuch naliya gang rape ya ISI agents ke baare Mein batao bhakt?,0
978,bhai filmi duniya me hi raho...why u hate modi so much..,0
979,haan and naliya gang rape bhi . Bewkoof bhakt,0
981,Sishumandir me kahi bhi nafarat nhi sirf desh prem ki baat ki jati.Kisi bhi Sishumandir me apko hate speech sun ne ko nhi milegi,0
983,saram aana chahiye aap jaise hi ladkia rape ki karan banti h,0
984,aur jab rape jae to pahuch jao delhi mombatti le ke,0
985,kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,0
986,Aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain. Police (read protection) hate hi ghayab.,0
987,sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape (1/2),0
989,Afghaniyon se jaan chura lo 90% terrorism khatam ho jaegi,0
990,Paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi hai.saala pata bhi sabko hota hai kisne kiya!,0
991,"Agar UP mien SP jeeti to ek hi gaana bajega ""UP ko rape pasand hai"" yahi to yahan ke neta kehte hai "" naadani, galti""",0
992,budhe wahi TOH madarasa me Quran padhake terrorists bante h AUR ham ssvm SE padhke Khali sickularvando ko hate karte h..,0
993,kya aap Vijay Jolly ka rape bhi dabane  denge jaise BJP sab apne paap daba dete hain.,0
996,"kamai aamir ne bhi diya ehsaan h,unka tabhi ab hate nhi karti main dono ki movie dekhti hu @beingsalmankhan",0
997,me Mang leta Hun me kisiko dusman banake nhi rakhna chahta dost bana deta Hun pehle ladai uske bad dosti I hate negativity,0
998,Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,0
999,#gujaratkegadhe ek aur gadha Vijay Jolly rape ke male mein phansa.  Yeh gadhe multiply ho rahe hain Modi sarkar mein,0
